accession_number,species_name,genus,resistance_status,mean_alig_score,mean_core_dist,n_pairs
GCF_002786295.1,Pseudooceanicola marinus,Pseudooceanicola,0,2897.324951171875,0,6
GCF_000585335.1,Cloacibacillus evryensis,Cloacibacillus,0,2916.7474853515623,6.2,10
GCF_002794255.1,Streptomyces carminius,Streptomyces,0,3028.116455078125,0,15
GCF_002795265.1,Spiroplasma clarkii,Spiroplasma,2,2980.739990234375,1,1
GCF_002795805.1,Mariprofundus aestuarium,Mariprofundus,0,3045.95166015625,0,1
GCF_000585355.1,Xylanibacter oryzae,Xylanibacter,0,2982.813134765625,0,10
GCF_002796605.1,Sphingomonas psychrotolerans,Sphingomonas,0,2946.8671875,0,1
GCF_000585375.1,Cryptosporangium arvum,Cryptosporangium,0,3002.3544921875,0,3
GCF_000590865.3,Candidatus Liberibacter asiaticus,Candidatus,0,2976.592529296875,0,3
GCF_000590925.1,Roseicyclus elongatus,Roseicyclus,2,2907.2333984375,0,1
GCF_000597865.1,Peptoclostridium acidaminophilum,Peptoclostridium,7,3011.6044340587796,0.47619047619047616,21
GCF_002797355.1,Bacillus xiapuensis,Bacillus,1,3036.7890787760416,0.8,45
GCF_002797395.1,Bacillus solitudinis,Bacillus,0,3077.65869140625,0,28
GCF_000600105.1,Lysinibacillus varians,Lysinibacillus,0,3057.596072048611,0,45
GCF_002797415.1,Bacillus alkalisoli,Bacillus,0,2961.5296805245534,3.7142857142857144,21
GCF_002797675.1,Hallerella succinigenes,Hallerella,3,3009.681884765625,0,3
GCF_002797755.1,Brevirhabdus pacifica,Brevirhabdus,0,2897.324951171875,0,1
GCF_000612505.1,Paenibacillus sabinae,Paenibacillus,3,2925.0251193576387,0,36
GCF_000612685.1,Castellaniella defragrans,Castellaniella,0,3049.9150390625,0,1
GCF_002797775.1,Glutamicibacter mysorens,Glutamicibacter,0,2995.256591796875,0,15
GCF_002798405.1,Glycomyces xiaoerkulensis,Glycomyces,0,3049.9150390625,0,10
GCF_002802965.1,Sporolactobacillus pectinivorans,Sporolactobacillus,2,3073.6953125,0,1
GCF_002804025.1,Mesoplasma tabanidae,Mesoplasma,0,3006.409912109375,0,1
GCF_000613045.3,Photobacterium kishitanii,Photobacterium,1,3039.1735026041665,0,15
GCF_000613185.1,Mycolicibacterium cosmeticum,Mycolicibacterium,0,3004.382080078125,0,1
GCF_000620305.1,Desulfitibacter alkalitolerans,Desulfitibacter,3,3569.11767578125,0,3
GCF_000620805.1,Exiguobacterium undae,Exiguobacterium,0,2623.720947265625,0,3
GCF_002804065.1,Kyrpidia spormannii,Kyrpidia,5,3048.8364501953124,0.4,10
GCF_002804105.1,Mesoplasma melaleucae,Mesoplasma,0,2935.483154296875,2,1
GCF_002804205.1,Entomoplasma freundtii,Entomoplasma,2,3026.134765625,0,1
GCF_002804245.1,Mesoplasma coleopterae,Mesoplasma,0,3022.17138671875,0,1
GCF_002811945.1,Leptospira harrisiae,Leptospira,0,2972.629150390625,0,1
GCF_000620845.1,Exiguobacterium marinum,Exiguobacterium,6,3081.1886067708333,0,15
GCF_000621145.1,Desulfobulbus elongatus,Desulfobulbus,4,3087.567138671875,0,6
GCF_000622325.1,Sulfitobacter geojensis,Sulfitobacter,0,2901.288330078125,0,1
GCF_000622385.1,Sulfitobacter noctilucicola,Sulfitobacter,0,2897.324951171875,0,1
GCF_002812485.1,Dickeya fangzhongdai,Dickeya,0,2965.0439569382443,3.142857142857143,21
GCF_000626675.1,Corynebacterium glyciniphilum,Corynebacterium,0,3028.116455078125,0,6
GCF_002812705.1,Achromobacter spanius,Achromobacter,3,3028.8077799479165,0,3
GCF_002813445.1,Pseudomonas tolaasii,Pseudomonas,0,3042.79931640625,0,10
GCF_002813455.1,Pseudomonas baetica,Pseudomonas,0,3043.32470703125,0,15
GCF_000632475.1,Azospirillum argentinense,Azospirillum,4,2884.2788357204863,0,36
GCF_002813755.1,Enterococcus mundtii,Enterococcus,0,3083.0044759114585,0.3333333333333333,15
GCF_002813775.1,Candidatus Thiodictyon syntrophicum,Candidatus,0,3034.0615234375,0,1
GCF_000661915.1,Stutzerimonas decontaminans,Stutzerimonas,0,3045.95166015625,0,6
GCF_002835605.1,Pseudomonas fluvialis,Pseudomonas,0,3045.95166015625,0,3
GCF_000661955.1,Stenotrophomonas rhizophila,Stenotrophomonas,3,3065.7685546875,0,3
GCF_000685015.1,Paraburkholderia bannensis,Paraburkholderia,0,3038.02490234375,0,1
GCF_002843305.1,Streptomyces barkulensis,Streptomyces,0,3028.116455078125,0,3
GCF_002843565.1,Mesoplasma syrphidae,Mesoplasma,2,3026.134765625,0,1
GCF_002844395.1,Acetivibrio saccincola,Acetivibrio,3,3020.189697265625,0,3
GCF_002846475.1,Saccharopolyspora spinosa,Saccharopolyspora,0,3013.073974609375,0,10
GCF_002846615.1,Amycolatopsis echigonensis,Amycolatopsis,0,2944.7330322265625,0,6
GCF_002847445.1,Paracoccus zhejiangensis,Paracoccus,0,2903.27001953125,0,1
GCF_002847845.2,Globicatella sanguinis,Globicatella,0,3032.9549153645835,0.5,6
GCF_002848365.2,Legionella sainthelensi,Legionella,0,3059.823486328125,0,6
GCF_000685865.1,Exiguobacterium antarcticum,Exiguobacterium,0,3080.1700032552085,0,36
GCF_000686585.1,Mycoplasmopsis lipofaciens,Mycoplasmopsis,3,2998.39111328125,0,3
GCF_000695095.2,Gemmatimonas phototrophica,Gemmatimonas,0,3020.189697265625,0,1
GCF_000695835.1,Mycoplasmopsis californica,Mycoplasmopsis,0,2944.98828125,0,1
GCF_000696345.2,Pseudomonas donghuensis,Pseudomonas,0,2976.1513671875,3.7142857142857144,21
GCF_002849715.1,Arthrobacter crystallopoietes,Arthrobacter,0,2970.969190809462,0.2222222222222222,36
GCF_000696675.2,Rhodococcus erythropolis,Rhodococcus,0,2965.742919921875,0,10
GCF_002849795.1,Prevotella jejuni,Prevotella,4,2986.776611328125,0,6
GCF_000697965.2,Ensifer adhaerens,Ensifer,0,2942.90380859375,0,10
GCF_000699585.2,Peptoclostridium litorale,Peptoclostridium,2,3026.134765625,0,1
GCF_000702445.1,Bryobacter aggregatus,Bryobacter,0,2936.958740234375,0,1
GCF_002849835.1,Virgibacillus dokdonensis,Virgibacillus,0,3096.18505859375,0,15
GCF_002849895.1,Companilactobacillus alimentarius,Companilactobacillus,0,3093.5811767578125,0.5,6
GCF_002863865.1,Ketobacter alkanivorans,Ketobacter,0,3051.896728515625,0,3
GCF_002871995.2,Gleimia europaea,Gleimia,0,3053.87841796875,0,3
GCF_002872415.1,Bacteriovorax stolpii,Bacteriovorax,2,3073.6953125,0,1
GCF_002872475.1,Pseudazoarcus pumilus,Pseudazoarcus,2,3029.84326171875,1,1
GCF_000702585.1,Exiguobacterium aurantiacum,Exiguobacterium,1,3073.5564778645835,0,36
GCF_002874535.1,Mesobacillus jeotgali,Mesobacillus,0,3071.713623046875,0,28
GCF_002874775.1,Monoglobus pectinilyticus,Monoglobus,0,3034.0615234375,0,1
GCF_000702625.1,Exiguobacterium oxidotolerans,Exiguobacterium,0,3073.6026746961807,0,36
GCF_000706645.1,Bartonella rochalimae,Bartonella,0,2946.8671875,0,1
GCF_002884445.1,Paenibacillus castaneae,Paenibacillus,8,3041.3739100864955,1.25,28
GCF_000710775.1,Endozoicomonas elysicola,Endozoicomonas,0,3055.2149251302085,0.3333333333333333,15
GCF_000711195.1,Thiomicrospira pelophila,Thiomicrospira,0,3055.860107421875,0,1
GCF_000711245.1,Polycyclovorans algicola,Polycyclovorans,2,3032.079833984375,0,1
GCF_000723425.2,Mycobacterium marinum,Mycobacterium,2,3034.0615234375,0,1
GCF_000723905.1,Rossellomorea vietnamensis,Rossellomorea,0,3071.473876953125,0,15
GCF_000724625.1,Fimbriimonas ginsengisoli,Fimbriimonas,0,2996.409423828125,0,1
GCF_002884495.1,Rummeliibacillus pycnus,Rummeliibacillus,11,3067.414972478693,0,55
GCF_002885975.1,Kinneretia aquatilis,Kinneretia,2,2855.6622721354165,2.6666666666666665,6
GCF_002886185.1,Salipaludibacillus neizhouensis,Salipaludibacillus,0,3095.825618489583,0.5333333333333333,45
GCF_000724775.3,Lysinibacillus fusiformis,Lysinibacillus,0,3061.6701378455527,0.15384615384615385,78
GCF_000725405.1,Dermacoccus nishinomiyaensis,Dermacoccus,0,3016.226318359375,0,3
GCF_000730165.1,Nitrospirillum viridazoti,Nitrospirillum,1,2929.966162109375,0,10
GCF_000730385.1,Alteromonas australica,Alteromonas,0,2522.1939290364585,1.3333333333333333,3
GCF_002886255.1,Alteribacillus bidgolensis,Alteribacillus,8,3047.726579938616,0.75,28
GCF_000730685.1,Rodentibacter pneumotropicus,Rodentibacter,0,3018.9912109375,0,15
GCF_000731315.1,Neorhizobium galegae,Neorhizobium,0,2934.97705078125,0,3
GCF_000731675.1,Pseudomonas capeferrum,Pseudomonas,0,3045.95166015625,0,6
GCF_002887555.1,Dickeya zeae,Dickeya,0,3005.302804129464,0,21
GCF_000732725.1,Kineothrix alysoides,Kineothrix,4,3012.1375,0.6,10
GCF_002891025.1,Enterococcus avium,Enterococcus,0,3073.78720703125,0.4,10
GCF_000732925.1,Amycolatopsis japonica,Amycolatopsis,0,2881.2527669270835,0,6
GCF_002892185.1,Phaeobacter inhibens,Phaeobacter,0,2901.288330078125,0,6
GCF_000733715.2,Ectopseudomonas mendocina,Ectopseudomonas,0,3043.969970703125,0,6
GCF_002892535.1,Aquella oligotrophica,Aquella,3,3000.4471028645835,1,6
GCF_002893765.1,Pseudotamlana carrageenivorans,Pseudotamlana,3,3018.2080078125,0,3
GCF_002896855.1,Clostridium thermosuccinogenes,Clostridium,0,3347.928466796875,0,6
GCF_000733845.1,Geobacillus vulcani,Geobacillus,8,3072.9312569754466,0,28
GCF_002902925.1,Paraburkholderia terrae,Paraburkholderia,0,3013.5715494791666,0,15
GCF_000733855.1,Methylomicrobium agile,Methylomicrobium,0,3026.0807291666665,1.3333333333333333,3
GCF_000733935.1,Methylomarinum vadi,Methylomarinum,3,3055.860107421875,0,3
GCF_000736415.1,Campylobacter iguaniorum,Campylobacter,0,3002.3544921875,0,3
GCF_000739085.1,Amycolatopsis methanolica,Amycolatopsis,0,3012.262939453125,0,3
GCF_002902965.1,Paraburkholderia hospita,Paraburkholderia,0,2981.5225771949404,0,21
GCF_000739435.1,Actinobacillus suis,Actinobacillus,0,3047.230224609375,0,15
GCF_002911695.1,Gracilimonas amylolytica,Gracilimonas,0,3020.189697265625,0,6
GCF_002915595.1,Zhongshania marina,Zhongshania,0,3040.006591796875,0,1
GCF_002924445.1,Minwuia thermotolerans,Minwuia,0,2954.7939453125,0,3
GCF_002925845.1,Roseovarius nitratireducens,Roseovarius,0,2911.19677734375,0,1
GCF_000740965.1,Pectobacterium atrosepticum,Pectobacterium,0,3053.841796875,0,21
GCF_000742835.1,Candidatus Odyssella acanthamoebae,Candidatus,0,2964.702392578125,0,1
GCF_000743945.1,Basilea psittacipulmonis,Basilea,3,3045.3524576822915,0.6666666666666666,3
GCF_002926065.1,Jeotgalibacillus proteolyticus,Jeotgalibacillus,0,3073.6953125,0,28
GCF_002927275.1,Arthrobacter pityocampae,Arthrobacter,0,97.89586639404297,86,1
GCF_002943755.1,Aureitalea marina,Aureitalea,0,3016.226318359375,0,1
GCF_002949635.1,Nocardia cyriacigeorgica,Nocardia,3,3010.28125,0,3
GCF_000744185.1,Carnobacterium funditum,Carnobacterium,0,3090.146170479911,0,28
GCF_002950395.1,Shigella sonnei,Shigella,0,2979.4345354352677,0.47619047619047616,21
GCF_002951615.1,Rahnella sikkimica,Rahnella,0,3032.0978841145834,0,15
GCF_000744225.1,Kitasatospora mediocidica,Kitasatospora,0,3011.4102376302085,0,36
GCF_002951935.1,Paenibacillus larvae,Paenibacillus,0,3050.607177734375,0.6785714285714286,28
GCF_002953195.1,Mixta gaviniae,Mixta,5,3018.3289504278273,0.8571428571428571,21
GCF_000744285.1,Carnobacterium pleistocenium,Carnobacterium,0,3091.9912923177085,0,36
GCF_002954545.1,Psychrosphaera saromensis,Psychrosphaera,0,3013.737060546875,0,3
GCF_002954765.1,Nonlabens arenilitoris,Nonlabens,1,2923.923681640625,0.8,10
GCF_002959855.1,Veillonella denticariosi,Veillonella,1,1729.632080078125,0,1
GCF_002966125.1,Pukyongia salina,Pukyongia,0,3016.226318359375,0,1
GCF_000744375.1,Carnobacterium gallinarum,Carnobacterium,6,3074.7919921875,0,15
GCF_002975205.1,Ochrobactrum vermis,Ochrobactrum,0,2933.041259765625,0,6
GCF_000744655.1,Streptacidiphilus rugosus,Streptacidiphilus,0,3006.9038434709823,0,28
GCF_000744705.1,Streptacidiphilus albus,Streptacidiphilus,0,3006.7787475585938,0,36
GCF_000744775.1,Thermorudis peleae,Thermorudis,0,2968.8955078125,0,1
GCF_002982115.1,Lysinibacillus sphaericus,Lysinibacillus,0,3063.1393118193655,0.16666666666666666,66
GCF_002993285.1,Gordonia iterans,Gordonia,0,3000.464599609375,0,3
GCF_002993325.1,Alteromonas gracilis,Alteromonas,0,3038.02490234375,0,10
GCF_000744825.1,Carnobacterium mobile,Carnobacterium,0,3086.7686593191966,0,28
GCF_000744885.1,Thermus amyloliquefaciens,Thermus,0,2960.96875,1,1
GCF_002993925.1,Bacillus paralicheniformis,Bacillus,0,3031.2586263020835,0,15
GCF_002994045.1,Nonlabens agnitus,Nonlabens,0,3010.28125,0,1
GCF_002998435.1,Bacteroides zoogleoformans,Bacteroides,0,3028.116455078125,0,6
GCF_002998535.1,Bacteroides heparinolyticus,Bacteroides,4,3020.1258544921875,0,6
GCF_002998925.1,Mogibacterium diversum,Mogibacterium,0,3006.31787109375,0,1
GCF_003008425.1,Aurantibacter aestuarii,Aurantibacter,0,3008.299560546875,0,6
GCF_003008515.1,Phreatobacter cathodiphilus,Phreatobacter,0,2932.995361328125,0,1
GCF_003008575.1,Melaminivora suipulveris,Melaminivora,3,3034.0615234375,0,3
GCF_003008595.1,Simplicispira suum,Simplicispira,3,3041.98828125,0,3
GCF_000745125.1,Carnobacterium jeotgali,Carnobacterium,8,3049.062310112847,0.2222222222222222,36
GCF_000745235.1,Luteibacter mycovicinus,Luteibacter,0,3061.80517578125,0,1
GCF_000746025.2,Thermanaerosceptrum fracticalcis,Thermanaerosceptrum,0,3206.468505859375,0,10
GCF_003010495.1,Megasphaera elsdenii,Megasphaera,0,2994.670386904762,0,21
GCF_003010915.2,Gulosibacter molinativorax,Gulosibacter,3,3008.78955078125,0,3
GCF_003012775.1,Zobellella endophytica,Zobellella,0,-781.2125244140625,87,1
GCF_003012795.1,Zobellella taiwanensis,Zobellella,0,143.21624755859375,89,1
GCF_003013675.1,Prescottella equi,Prescottella,0,3010.28125,0,10
GCF_003013695.1,Pulveribacter suum,Pulveribacter,0,3030.09814453125,0,3
GCF_003015125.1,Caulobacter segnis,Caulobacter,0,2940.922119140625,0,1
GCF_003015185.1,Ahniella affigens,Ahniella,0,3061.80517578125,0,1
GCF_003019255.1,Staphylococcus kloosii,Staphylococcus,0,3067.4208635602677,0,21
GCF_003019925.1,Pluralibacter gergoviae,Pluralibacter,0,3016.0811360677085,2.1904761904761907,21
GCF_003024155.1,Christiangramia fulva,Christiangramia,3,3036.043212890625,0,3
GCF_003025345.2,Pseudomonas paraeruginosa,Pseudomonas,0,3040.029541015625,0,6
GCF_000746925.1,Bacillus clarus,Bacillus,0,3022.1948899489184,0.3076923076923077,78
GCF_000750635.1,Oceanobacillus jeddahense,Oceanobacillus,0,3083.672607421875,0,6
GCF_000754805.1,Yersinia frederiksenii,Yersinia,0,3047.333984375,0,21
GCF_003028295.1,Shewanella morhuae,Shewanella,0,3041.607741970486,0,45
GCF_000755585.2,Arthrobacter alpinus,Arthrobacter,7,3029.152099609375,0,21
GCF_003028855.1,Pseudoduganella armeniaca,Pseudoduganella,0,3016.7361769903273,0,21
GCF_003044275.1,Rathayibacter caricis,Rathayibacter,2,3024.153076171875,0,1
GCF_003046775.1,Stenotrophomonas panacihumi,Stenotrophomonas,2,3065.7685546875,0,1
GCF_003047265.1,Nocardioides terrigena,Nocardioides,0,339.4963073730469,75,1
GCF_000756615.1,Paenibacillus durus,Paenibacillus,1,2960.928615993924,0.3888888888888889,36
GCF_000756715.1,Jeotgalicoccus saudimassiliensis,Jeotgalicoccus,0,3071.713623046875,0,1
GCF_000757795.1,Methylobacterium oryzae,Methylobacterium,1,2894.942138671875,2,6
GCF_003049605.2,Lysinibacillus parviboronicapiens,Lysinibacillus,0,3075.677001953125,0,55
GCF_003049785.1,Dickeya dadantii,Dickeya,0,3019.190869140625,0.4,10
GCF_003051865.1,Microvirgula aerodenitrificans,Microvirgula,0,3011.1046142578125,0,6
GCF_000757885.1,Paenibacillus wynnii,Paenibacillus,0,3053.7673936631945,0.8222222222222222,45
GCF_003052585.1,Pseudomonas mangrovi,Pseudomonas,0,3045.95166015625,0,6
GCF_003054555.1,Streptomyces lunaelactis,Streptomyces,0,2819.2125651041665,7.666666666666667,6
GCF_003055625.1,Flavobacterium magnum,Flavobacterium,0,2999.082275390625,0,3
GCF_003056355.1,Devosia naphthalenivorans,Devosia,0,2936.958740234375,0,1
GCF_003057965.1,Thermodesulfobium acidiphilum,Thermodesulfobium,0,3008.345703125,0,1
GCF_000758665.1,Paenibacillus borealis,Paenibacillus,1,2979.6439208984375,0,36
GCF_003058325.1,Methylobacterium currus,Methylobacterium,0,2907.980965909091,0.18181818181818182,55
GCF_003058465.1,Orrella marina,Orrella,1,3023.40771484375,0.6666666666666666,3
GCF_003060865.1,Paragemmobacter aquarius,Paragemmobacter,0,2903.27001953125,0,3
GCF_003063475.1,Limnohabitans curvus,Limnohabitans,0,3041.98828125,0,1
GCF_003065405.1,Corynebacterium yudongzhengii,Corynebacterium,4,3024.153076171875,0,6
GCF_003065425.1,Mycetocola zhujimingii,Mycetocola,2,3006.263671875,0.6666666666666666,3
GCF_003065605.1,Aeromicrobium chenweiae,Aeromicrobium,0,3002.400390625,0,1
GCF_003070865.1,Corynebacterium liangguodongii,Corynebacterium,4,3008.322509765625,0,6
GCF_003070885.1,Agromyces badenianii,Agromyces,0,3030.09814453125,0,1
GCF_000758685.1,Paenibacillus stellifer,Paenibacillus,1,2995.3166326349433,0,55
GCF_003071405.1,Pseudogemmobacter blasticus,Pseudogemmobacter,0,2907.2333984375,0,1
GCF_003072125.1,Pelagivirga sediminicola,Pelagivirga,0,2911.19677734375,0,1
GCF_003072465.1,Candidatus Kinetoplastidibacterium kentomonadis,Candidatus,0,3028.8077799479165,0.6666666666666666,3
GCF_003072645.1,Dongshaea marina,Dongshaea,2,2977.129638671875,0.8888888888888888,36
GCF_000758705.1,Paenibacillus graminis,Paenibacillus,0,3069.2337239583335,0,45
GCF_003074055.1,Streptomyces nigra,Streptomyces,0,3024.153076171875,0,15
GCF_003076455.1,Flavobacterium faecale,Flavobacterium,6,2993.0174153645835,0.3333333333333333,15
GCF_003076475.1,Flavobacterium kingsejongi,Flavobacterium,0,3004.336181640625,0,15
GCF_000758725.1,Paenibacillus odorifer,Paenibacillus,0,3061.122526041667,0.2,45
GCF_000759025.1,Phaeodactylibacter xiamenensis,Phaeodactylibacter,0,3007.7003580729165,0,3
GCF_003086355.1,Streptococcus chenjunshii,Streptococcus,0,3079.1927734375,0,10
GCF_000759445.1,Pseudomonas lutea,Pseudomonas,1,2998.7000325520835,1.3333333333333333,15
GCF_003096015.2,Limnobaculum parvum,Limnobaculum,0,3030.8220098586307,0,21
GCF_003096035.1,Flavobacterium album,Flavobacterium,0,3004.336181640625,0,3
GCF_000760695.4,Tolypothrix bouteillei,Tolypothrix,0,2950.83056640625,0,15
GCF_003096075.1,Dietzia lutea,Dietzia,0,3004.382080078125,0,6
GCF_003096095.1,Dietzia psychralcaliphila,Dietzia,3,3006.31787109375,0,3
GCF_003097515.1,Streptomyces tirandamycinicus,Streptomyces,0,3008.299560546875,0,10
GCF_000761155.1,Pseudomonas rhizosphaerae,Pseudomonas,0,3028.0887858072915,1.0666666666666667,15
GCF_003097535.1,Flavobacterium pallidum,Flavobacterium,3,3000.372802734375,0,3
GCF_003097655.1,Flavobacterium laiguense,Flavobacterium,1,-216.64633178710938,108,1
GCF_003100395.1,Aquabacterium olei,Aquabacterium,2,3020.7648111979165,0,3
GCF_003114835.2,Leptospira kobayashii,Leptospira,0,2972.629150390625,0,1
GCF_000763515.1,Listeria ivanovii,Listeria,0,3071.713623046875,0,15
GCF_000763575.1,Thermoanaerobacter kivui,Thermoanaerobacter,4,3301.6356201171875,0,6
GCF_000764325.1,Vibrio navarrensis,Vibrio,0,2957.540605817522,0.25,28
GCF_003119195.2,Azospirillum baldaniorum,Azospirillum,0,2906.4772677951387,0,45
GCF_000764555.1,Candidatus Francisella endociliophora,Candidatus,0,3024.244873046875,0,3
GCF_000767055.1,Corynebacterium doosanense,Corynebacterium,0,3014.2906494140625,0,6
GCF_000767465.1,Novosphingobium pentaromativorans,Novosphingobium,0,2950.83056640625,0,3
GCF_000767725.1,Metamycoplasma hominis,Metamycoplasma,1,3000.4189453125,0,1
GCF_000769405.2,Rhizobium brockwellii,Rhizobium,0,2934.97705078125,0,3
GCF_000770795.1,Noviluteimonas dokdonensis,Noviluteimonas,0,3061.80517578125,0,1
GCF_000771745.2,Thermus filiformis,Thermus,1,2994.345458984375,0,1
GCF_000785435.2,Paraburkholderia sacchari,Paraburkholderia,0,3038.02490234375,0,1
GCF_000785495.1,Pimelobacter simplex,Pimelobacter,0,3002.400390625,0,1
GCF_003121295.1,Streptomyces orinoci,Streptomyces,0,2987.3593401227677,0,21
GCF_000785705.2,Methylomonas denitrificans,Methylomonas,0,3040.006591796875,0,3
GCF_003122365.1,Streptomyces spongiicola,Streptomyces,0,2992.538330078125,2,15
GCF_000788395.1,Pseudoalteromonas piratica,Pseudoalteromonas,0,3038.02490234375,0,21
GCF_000789235.1,Wocania ichthyoenteri,Wocania,0,3016.226318359375,0,1
GCF_000800395.1,Deinococcus radiopugnans,Deinococcus,0,2987.1923014322915,0,3
GCF_003122385.1,Flavobacterium crocinum,Flavobacterium,0,2988.814208984375,0,15
GCF_000802245.2,Streptomyces pluripotens,Streptomyces,0,3019.3046875,0,15
GCF_003130255.1,Aggregatibacter kilianii,Aggregatibacter,0,3041.388916015625,0,15
GCF_003130705.1,Rhodococcus oxybenzonivorans,Rhodococcus,1,2913.066935221354,1,6
GCF_000803315.1,Pectobacterium actinidiae,Pectobacterium,3,2927.684640066964,3.238095238095238,21
GCF_000807675.2,Eubacterium limosum,Eubacterium,0,2990.54169921875,0.4,10
GCF_003130795.1,Azospirillum thermophilum,Azospirillum,0,2958.414376395089,0,21
GCF_000807775.2,Pandoraea fibrosis,Pandoraea,0,3038.02490234375,0,6
GCF_000812665.2,Falsihalocynthiibacter arcticus,Falsihalocynthiibacter,0,2915.16015625,0,3
GCF_000813325.1,Sulfurospirillum cavolei,Sulfurospirillum,0,2990.46435546875,0,1
GCF_000814825.1,Berryella intestinalis,Berryella,2,2998.39111328125,0,1
GCF_000816495.1,Acinetobacter harbinensis,Acinetobacter,0,3051.896728515625,0,3
GCF_000816575.1,Geobacter soli,Geobacter,2,3085.58544921875,0,1
GCF_000816845.1,Rhizobium gallicum,Rhizobium,0,2924.4695638020835,0.6666666666666666,3
GCF_000817955.1,Geobacter pickeringii,Geobacter,0,3081.6220703125,0,3
GCF_003143515.1,Massilia oculi,Massilia,6,3015.47216796875,0.5714285714285714,21
GCF_003143535.1,Aquirufa nivalisilvae,Aquirufa,0,2984.519287109375,0,3
GCF_000818015.1,Stutzerimonas balearica,Stutzerimonas,0,3020.13134765625,1.5,6
GCF_003143555.1,Saliniradius amylolyticus,Saliniradius,0,3038.02490234375,0,6
GCF_003148385.1,Flavobacterium sediminis,Flavobacterium,1,2958.372802734375,0,1
GCF_003148495.1,Mesorhizobium loti,Mesorhizobium,0,2942.90380859375,0,1
GCF_000818395.1,Noviherbaspirillum autotrophicum,Noviherbaspirillum,0,3034.0615234375,0,10
GCF_003173715.1,Methylobacterium durans,Methylobacterium,0,2938.9404296875,0,6
GCF_003173735.1,Methylobacterium radiodurans,Methylobacterium,0,2938.9404296875,0,15
GCF_000821185.2,Serratia symbiotica,Serratia,0,3055.860107421875,0,21
GCF_000821245.2,Virgibacillus senegalensis,Virgibacillus,0,3095.539794921875,0,6
GCF_000821305.1,Clostridium culturomicium,Clostridium,4,2965.5086669921875,0,6
GCF_000826085.1,Nigerium massiliense,Nigerium,3,3010.28125,0,3
GCF_000826105.1,Pseudomonas massiliensis,Pseudomonas,0,3045.95166015625,0,10
GCF_003173755.1,Methylobacterium terrae,Methylobacterium,0,2786.3161417643228,0.2222222222222222,36
GCF_000826835.2,Phaeobacter piscinae,Phaeobacter,0,2901.288330078125,0,6
GCF_000827125.1,Geoalkalibacter subterraneus,Geoalkalibacter,0,3076.46044921875,0,3
GCF_000827885.1,Vibrio renipiscarius,Vibrio,2,3065.7685546875,0,1
GCF_000828515.1,Candidatus Ishikawella capsulata,Candidatus,0,2975.2554524739585,1.3333333333333333,3
GCF_000828635.1,Sulfuritalea hydrogenivorans,Sulfuritalea,0,3040.052490234375,0,1
GCF_000828815.1,Candidatus Tachikawaea gelatinosa,Candidatus,0,3082.3133951822915,0.6666666666666666,3
GCF_000828855.1,Metamycoplasma canadense,Metamycoplasma,0,3008.345458984375,0,1
GCF_000828895.1,Serpentinimonas raichei,Serpentinimonas,0,3041.98828125,0,1
GCF_000828915.1,Serpentinimonas maccroryi,Serpentinimonas,2,3022.17138671875,0,1
GCF_003176835.1,Lactococcus lactis,Lactococcus,0,3065.7685546875,0,15
GCF_003176875.1,Legionella anisa,Legionella,0,3059.823486328125,0,3
GCF_000829395.1,Paucilactobacillus hokkaidonensis,Paucilactobacillus,4,3119.9884033203125,0.5,6
GCF_003177055.1,Sinorhizobium fredii,Sinorhizobium,0,2937.6500651041665,0,3
GCF_003182485.1,Geodermatophilus normandii,Geodermatophilus,0,3007.0091959635415,0,3
GCF_003202235.1,Prauserella flavalba,Prauserella,0,3022.17138671875,0,3
GCF_003202285.1,Prauserella muralis,Prauserella,0,2192.7446899414062,22.5,6
GCF_003233695.1,Marilutibacter maris,Marilutibacter,0,3061.80517578125,0,1
GCF_000829905.1,Beduini massiliensis,Beduini,6,3024.153076171875,0,15
GCF_000831385.1,Nonlabens marinus,Nonlabens,0,3016.226318359375,0,1
GCF_003240565.2,Rhizobium tumorigenes,Rhizobium,0,2934.97705078125,0,6
GCF_000831485.1,Streptococcus iniae,Streptococcus,1,3010.6260986328125,2,6
GCF_000831645.3,Companilactobacillus heilongjiangensis,Companilactobacillus,0,3101.4620361328125,0.5,6
GCF_003258315.1,Bradymonas sediminis,Bradymonas,5,3045.95166015625,0,10
GCF_003258335.1,Acinetobacter radioresistens,Acinetobacter,0,3034.693429129464,0.2857142857142857,21
GCF_000832905.1,Heyndrickxia coagulans,Heyndrickxia,1,3031.4308471679688,0.2222222222222222,36
GCF_000833025.1,Myroides profundi,Myroides,0,3008.299560546875,0,10
GCF_000833355.1,Francisella tularensis,Francisella,0,2985.5001627604165,0.6666666666666666,3
GCF_003258605.2,Peterkaempfera bronchialis,Peterkaempfera,1,2957.289524623326,0,28
GCF_003258705.1,Arcticibacterium luteifluviistationis,Arcticibacterium,0,3008.299560546875,0,1
GCF_003259005.1,Spirosoma telluris,Spirosoma,0,2942.69482421875,0,1
GCF_000833575.1,Corynebacterium singulare,Corynebacterium,0,2968.1036783854165,0,3
GCF_003260975.1,Echinicola strongylocentroti,Echinicola,0,3018.2080078125,0,6
GCF_003265225.1,Mergibacter septicus,Mergibacter,2,3020.08779296875,0,15
GCF_000834395.1,Yersinia aldovae,Yersinia,0,3006.4947567894346,0.5714285714285714,21
