family,order,class,phylum,gene,n,n_res,f_res
OUC007,Nevskiales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Oceanibaculaceae,Oceanibaculales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,3,0,0
Oceanipulchritudinaceae,Opitutales,Verrucomicrobiia,Verrucomicrobiota,rrs_MG1655_2ndrun,1,0,0
Oceanococcaceae,Nevskiales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Oleiphilaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,72,0,0
Oligoflexaceae,Oligoflexales,Oligoflexia,Bdellovibrionota_B,rrs_MG1655_2ndrun,2,0,0
Oligosphaeraceae,Oligosphaerales,Lentisphaeria,Verrucomicrobiota,rrs_MG1655_2ndrun,1,0,0
Opitutaceae,Opitutales,Verrucomicrobiia,Verrucomicrobiota,rrs_MG1655_2ndrun,14,0,0
Oscillatoriaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteriota,rrs_MG1655_2ndrun,2,0,0
Oscillospiraceae,Oscillospirales,Clostridia,Bacillota,rrs_MG1655_2ndrun,23,0,0
Ostreibacteriaceae,Cardiobacteriales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Oxobacteraceae,Clostridiales,Clostridia,Bacillota,rrs_MG1655_2ndrun,1,0,0
PCC-9333,Cyanobacteriales,Cyanobacteriia,Cyanobacteriota,rrs_MG1655_2ndrun,1,0,0
Paenibacillaceae,Paenibacillales,Bacilli,Bacillota,rrs_MG1655_2ndrun,222,0,0
Paludibacteraceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,3,0,0
Parachlamydiaceae,Chlamydiales,Chlamydiia,Chlamydiota,rrs_MG1655_2ndrun,1,0,0
Parvibaculaceae,Parvibaculales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,3,0,0
Parvicellaceae,Flavobacteriales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,1,0,0
Parvularculaceae,Caulobacterales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,15,0,0
Pasteurellaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,88,0,0
Pedosphaeraceae,Limisphaerales,Verrucomicrobiia,Verrucomicrobiota,rrs_MG1655_2ndrun,1,0,0
Pelotomaculaceae,Desulfotomaculales,Desulfotomaculia,Bacillota,rrs_MG1655_2ndrun,4,0,0
Peptoniphilaceae,Tissierellales,Clostridia,Bacillota,rrs_MG1655_2ndrun,77,0,0
Peptostreptococcaceae,Peptostreptococcales,Clostridia,Bacillota,rrs_MG1655_2ndrun,34,0,0
Petrotogaceae,Petrotogales,Thermotogae,Thermotogota,rrs_MG1655_2ndrun,13,0,0
Phormidesmidaceae,Phormidesmidales,Cyanobacteriia,Cyanobacteriota,rrs_MG1655_2ndrun,6,0,0
Phototrophicaceae,Aggregatilineales,Anaerolineae,Chloroflexota,rrs_MG1655_2ndrun,1,0,0
Phreatobacteraceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,4,0,0
Phycisphaeraceae,Phycisphaerales,Phycisphaerae,Planctomycetota,rrs_MG1655_2ndrun,4,0,0
Pirellulaceae,Pirellulales,Planctomycetia,Planctomycetota,rrs_MG1655_2ndrun,43,0,0
Piscirickettsiaceae,Piscirickettsiales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Planctomycetaceae,Planctomycetales,Planctomycetia,Planctomycetota,rrs_MG1655_2ndrun,30,0,0
Planococcaceae,Bacillales_A,Bacilli,Bacillota,rrs_MG1655_2ndrun,114,0,0
Pleomorphomonadaceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,9,0,0
Polyangiaceae,Polyangiales,Polyangia,Myxococcota,rrs_MG1655_2ndrun,10,0,0
Pontiellaceae,Kiritimatiellales,Kiritimatiellia,Verrucomicrobiota,rrs_MG1655_2ndrun,3,0,0
Porphyromonadaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,19,0,0
Porticoccaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,2,0,0
Pradoshiaceae,Bacillales_B,Bacilli,Bacillota,rrs_MG1655_2ndrun,1,0,0
Prochlorotrichaceae,PCC-9006,Cyanobacteriia,Cyanobacteriota,rrs_MG1655_2ndrun,1,0,0
Prolixibacteraceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,20,0,0
Propionibacteriaceae,Propionibacteriales,Actinomycetes,Actinomycetota,rrs_MG1655_2ndrun,66,0,0
Propionisporaceae,Propionisporales,Negativicutes,Bacillota,rrs_MG1655_2ndrun,1,0,0
Proteiniboraceae,Tissierellales,Clostridia,Bacillota,rrs_MG1655_2ndrun,1,0,0
Proteinivoraceae,Proteinivoracales,Proteinivoracia,Bacillota,rrs_MG1655_2ndrun,3,0,0
Pseudanabaenaceae,Pseudanabaenales,Cyanobacteriia,Cyanobacteriota,rrs_MG1655_2ndrun,8,0,0
Pseudohongiellaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,3,0,0
Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,400,0,0
Pseudonocardiaceae,Mycobacteriales,Actinomycetes,Actinomycetota,rrs_MG1655_2ndrun,282,0,0
Pseudopelobacteraceae,Geobacterales,Desulfuromonadia,Desulfobacterota,rrs_MG1655_2ndrun,7,0,0
Pseudoxanthobacteraceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Psittacicellaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,3,0,0
Psychromonadaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,5,0,0
Pumilibacteraceae,Christensenellales,Clostridia,Bacillota,rrs_MG1655_2ndrun,3,0,0
Puniceicoccaceae,Opitutales,Verrucomicrobiia,Verrucomicrobiota,rrs_MG1655_2ndrun,1,0,0
Pyrinomonadaceae,Pyrinomonadales,Blastocatellia,Acidobacteriota,rrs_MG1655_2ndrun,1,0,0
QPJT01,Acetivibrionales,Clostridia,Bacillota,rrs_MG1655_2ndrun,1,0,0
Quadrisphaeraceae,Actinomycetales,Actinomycetes,Actinomycetota,rrs_MG1655_2ndrun,5,0,0
R1DC41,Bacillales_B,Bacilli,Bacillota,rrs_MG1655_2ndrun,1,0,0
RAOX-1,Aneurinibacillales,Bacilli,Bacillota,rrs_MG1655_2ndrun,1,0,0
Rectinemataceae,Treponematales,Spirochaetia,Spirochaetota,rrs_MG1655_2ndrun,1,0,0
Reyranellaceae,Reyranellales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,5,0,0
Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,439,0,0
Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,89,0,0
Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,662,0,0
Rhodobiaceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,2,0,0
Rhodocyclaceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,74,0,0
Rhodomicrobiaceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,4,0,0
Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,12,0,0
Rhodothalassiaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,3,0,0
Rhodothermaceae,Rhodothermales,Rhodothermia,Bacteroidota_A,rrs_MG1655_2ndrun,3,0,0
Rhodovibrionaceae,Kiloniellales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,4,0,0
Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,42,0,0
Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,19,0,0
Roseiflexaceae,Chloroflexales,Chloroflexia,Chloroflexota,rrs_MG1655_2ndrun,1,0,0
Rubeoparvulaceae,Rubeoparvulales,Bacilli,Bacillota,rrs_MG1655_2ndrun,1,0,0
Rubidibacteraceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteriota,rrs_MG1655_2ndrun,1,0,0
Rubricoccaceae,Rhodothermales,Rhodothermia,Bacteroidota_A,rrs_MG1655_2ndrun,3,0,0
Rubrobacteraceae,Rubrobacterales,Rubrobacteria,Actinomycetota,rrs_MG1655_2ndrun,9,0,0
Ruminococcaceae,Oscillospirales,Clostridia,Bacillota,rrs_MG1655_2ndrun,42,0,0
SA5d-4,Bacillales_E,Bacilli,Bacillota,rrs_MG1655_2ndrun,1,0,0
SCOH01,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
SCSIO-06110,Paenibacillales,Bacilli,Bacillota,rrs_MG1655_2ndrun,3,0,0
SG130,SG130,Negativicutes,Bacillota,rrs_MG1655_2ndrun,1,0,0
SK-Y3,SK-Y3,Clostridia,Bacillota,rrs_MG1655_2ndrun,1,0,0
SKKL01,Acidimicrobiales,Acidimicrobiia,Actinomycetota,rrs_MG1655_2ndrun,1,0,0
SLC66,Alicyclobacillales,Bacilli,Bacillota,rrs_MG1655_2ndrun,1,0,0
SLCJ01,Verrucomicrobiales,Verrucomicrobiia,Verrucomicrobiota,rrs_MG1655_2ndrun,1,0,0
SMCO01,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
ST65,Thermodesulfobacteriales,Thermodesulfobacteria,Desulfobacterota,rrs_MG1655_2ndrun,1,0,0
SZUA-36,Xanthomonadales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,2,0,0
Salibacteraceae,Flavobacteriales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,1,0,0
Salinibacteraceae,Rhodothermales,Rhodothermia,Bacteroidota_A,rrs_MG1655_2ndrun,7,0,0
Salinicoccaceae,Staphylococcales,Bacilli,Bacillota,rrs_MG1655_2ndrun,22,0,0
Salinisphaeraceae,Nevskiales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,8,0,0
Salinispiraceae,DSM-27196,Spirochaetia,Spirochaetota,rrs_MG1655_2ndrun,1,0,0
Salinivirgaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,1,0,0
Salisediminibacteriaceae,Bacillales_H,Bacilli,Bacillota,rrs_MG1655_2ndrun,20,0,0
Sandaracinaceae,Polyangiales,Polyangia,Myxococcota,rrs_MG1655_2ndrun,1,0,0
Sanyastnellaceae,Flavobacteriales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,1,0,0
Saprospiraceae,Chitinophagales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,17,0,0
Schleiferiaceae,Flavobacteriales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,6,0,0
Sedimentibacteraceae,Tissierellales,Clostridia,Bacillota,rrs_MG1655_2ndrun,2,0,0
Sedimenticolaceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,5,0,0
Sedimentisphaeraceae,Sedimentisphaerales,Phycisphaerae,Planctomycetota,rrs_MG1655_2ndrun,3,0,0
Sediminispirochaetaceae,DSM-16054,Spirochaetia,Spirochaetota,rrs_MG1655_2ndrun,2,0,0
Selenomonadaceae,Selenomonadales,Negativicutes,Bacillota,rrs_MG1655_2ndrun,18,0,0
Sh68,Dissulfuribacterales,Dissulfuribacteria,Desulfobacterota,rrs_MG1655_2ndrun,1,0,0
Shewanellaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,90,0,0
Shumkoniaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Silvanigrellaceae,Silvanigrellales,Oligoflexia,Bdellovibrionota_B,rrs_MG1655_2ndrun,1,0,0
Simkaniaceae,Chlamydiales,Chlamydiia,Chlamydiota,rrs_MG1655_2ndrun,1,0,0
Sneathiellaceae,Sneathiellales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,8,0,0
Solirubrobacteraceae,Solirubrobacterales,Thermoleophilia,Actinomycetota,rrs_MG1655_2ndrun,19,0,0
Sphaerochaetaceae,Sphaerochaetales,Spirochaetia,Spirochaetota,rrs_MG1655_2ndrun,5,0,0
Sphingobacteriaceae,Sphingobacteriales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,232,0,0
Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,483,0,0
Spirosomataceae,Cytophagales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,112,0,0
Spirulinaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteriota,rrs_MG1655_2ndrun,3,0,0
Spongiibacteraceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,15,0,0
Sporanaerobacteraceae,Tissierellales,Clostridia,Bacillota,rrs_MG1655_2ndrun,2,0,0
Sporichthyaceae,Sporichthyales,Actinomycetes,Actinomycetota,rrs_MG1655_2ndrun,2,0,0
Sporolactobacillaceae,Bacillales_K,Bacilli,Bacillota,rrs_MG1655_2ndrun,14,0,0
Sporomusaceae,Sporomusales,Negativicutes,Bacillota,rrs_MG1655_2ndrun,11,0,0
Staphylococcaceae,Staphylococcales,Bacilli,Bacillota,rrs_MG1655_2ndrun,78,0,0
Stappiaceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,37,0,0
Stellaceae,ATCC43930,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Steroidobacteraceae,Steroidobacterales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,8,0,0
Streptococcaceae,Lactobacillales,Bacilli,Bacillota,rrs_MG1655_2ndrun,148,0,0
Streptomycetaceae,Streptomycetales,Actinomycetes,Actinomycetota,rrs_MG1655_2ndrun,735,0,0
Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,rrs_MG1655_2ndrun,221,0,0
Succinispiraceae,Acidaminococcales,Negativicutes,Bacillota,rrs_MG1655_2ndrun,1,0,0
Succinivibrionaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,6,0,0
Sulfobacillaceae,Sulfobacillales,Sulfobacillia,Bacillota,rrs_MG1655_2ndrun,3,0,0
Sulfuricellaceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,2,0,0
Sulfuriferulaceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,4,0,0
Sulfurifustaceae,Acidiferrobacterales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,2,0,0
Sulfurimonadaceae,Campylobacterales,Campylobacteria,Campylobacterota,rrs_MG1655_2ndrun,15,0,0
Sulfurospirillaceae,Campylobacterales,Campylobacteria,Campylobacterota,rrs_MG1655_2ndrun,10,0,0
Sulfurovaceae,Campylobacterales,Campylobacteria,Campylobacterota,rrs_MG1655_2ndrun,6,0,0
Symbiobacteriaceae,Symbiobacteriales,Symbiobacteriia,Bacillota,rrs_MG1655_2ndrun,2,0,0
Synechococcaceae,Synechococcales,Cyanobacteriia,Cyanobacteriota,rrs_MG1655_2ndrun,2,0,0
Synergistaceae,Synergistales,Synergistia,Synergistota,rrs_MG1655_2ndrun,6,0,0
Syntrophaceae,Syntrophales,Syntrophia,Desulfobacterota,rrs_MG1655_2ndrun,3,0,0
Syntrophobacteraceae,Syntrophobacterales,Syntrophobacteria,Desulfobacterota,rrs_MG1655_2ndrun,3,0,0
Syntrophobotulaceae,Desulfitobacteriales,Desulfitobacteriia,Bacillota,rrs_MG1655_2ndrun,2,0,0
Syntrophomonadaceae,Syntrophomonadales,Syntrophomonadia,Bacillota,rrs_MG1655_2ndrun,4,0,0
Syntrophorhabdaceae,Syntrophorhabdales,Syntrophorhabdia,Desulfobacterota_G,rrs_MG1655_2ndrun,1,0,0
Syntrophotaleaceae,Desulfuromonadales,Desulfuromonadia,Desulfobacterota,rrs_MG1655_2ndrun,3,0,0
Syntrophothermaceae,Syntrophomonadales,Syntrophomonadia,Bacillota,rrs_MG1655_2ndrun,1,0,0
T1SED10-28,Peptostreptococcales,Clostridia,Bacillota,rrs_MG1655_2ndrun,1,0,0
TH1-2,Caulobacterales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,3,0,0
Tannerellaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,20,0,0
Tenuifilaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,2,0,0
Tepidamorphaceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,4,0,0
Tepidanaerobacteraceae,Thermosediminibacterales,Thermosediminibacteria,Bacillota,rrs_MG1655_2ndrun,3,0,0
Tepidibacillaceae,Tepidibacillales,Bacilli,Bacillota,rrs_MG1655_2ndrun,4,0,0
Tepidiformaceae,Tepidiformales,Dehalococcoidia,Chloroflexota,rrs_MG1655_2ndrun,3,0,0
Tepidimicrobiaceae,Tissierellales,Clostridia,Bacillota,rrs_MG1655_2ndrun,2,0,0
Tepidisphaeraceae,Tepidisphaerales,Phycisphaerae,Planctomycetota,rrs_MG1655_2ndrun,1,0,0
Terasakiellaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,2,0,0
Terrimicrobiaceae,Chthoniobacterales,Verrucomicrobiia,Verrucomicrobiota,rrs_MG1655_2ndrun,1,0,0
Thalassobaculaceae,Thalassobaculales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,7,0,0
Thalassospiraceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,10,0,0
Thermaceae,Deinococcales,Deinococci,Deinococcota,rrs_MG1655_2ndrun,36,0,0
Thermacetogeniaceae,Thermacetogeniales,DSM-12270,Bacillota,rrs_MG1655_2ndrun,2,0,0
Thermaerobacteraceae,Thermaerobacterales,Thermaerobacteria,Bacillota,rrs_MG1655_2ndrun,2,0,0
Thermatribacteraceae,Atribacterales,Atribacteria,Atribacterota,rrs_MG1655_2ndrun,1,0,0
Thermicanaceae,Thermicanales,Bacilli,Bacillota,rrs_MG1655_2ndrun,1,0,0
Thermincolaceae,Thermincolales,Thermincolia,Bacillota,rrs_MG1655_2ndrun,1,0,0
Thermithiobacillaceae,Acidithiobacillales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,2,0,0
Thermoactinomycetaceae,Thermoactinomycetales,Bacilli,Bacillota,rrs_MG1655_2ndrun,16,0,0
Thermoanaerobacteraceae,Thermoanaerobacterales,Thermoanaerobacteria,Bacillota,rrs_MG1655_2ndrun,14,0,0
Thermoanaerobaculaceae,Thermoanaerobaculales,Thermoanaerobaculia,Acidobacteriota,rrs_MG1655_2ndrun,1,0,0
Thermobaculaceae,Thermobaculales,Chloroflexia,Chloroflexota,rrs_MG1655_2ndrun,1,0,0
Thermodesulfatatoraceae,Thermodesulfobacteriales,Thermodesulfobacteria,Desulfobacterota,rrs_MG1655_2ndrun,2,0,0
Thermodesulfobacteriaceae,Thermodesulfobacteriales,Thermodesulfobacteria,Desulfobacterota,rrs_MG1655_2ndrun,8,0,0
Thermodesulfobiaceae,Thermodesulfobiales,Thermodesulfobiia,Thermodesulfobiota,rrs_MG1655_2ndrun,2,0,0
Thermodesulforhabdaceae,Syntrophobacterales,Syntrophobacteria,Desulfobacterota,rrs_MG1655_2ndrun,1,0,0
Thermodesulfovibrionaceae,Thermodesulfovibrionales,Thermodesulfovibrionia,Nitrospirota,rrs_MG1655_2ndrun,6,0,0
Thermoflexaceae,Thermoflexales,Anaerolineae,Chloroflexota,rrs_MG1655_2ndrun,1,0,0
Thermoflexibacteraceae,Cytophagales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,2,0,0
Thermoguttaceae,Pirellulales,Planctomycetia,Planctomycetota,rrs_MG1655_2ndrun,1,0,0
Thermohalobacteraceae,Tissierellales,Clostridia,Bacillota,rrs_MG1655_2ndrun,1,0,0
Thermoleophilaceae,Solirubrobacterales,Thermoleophilia,Actinomycetota,rrs_MG1655_2ndrun,1,0,0
Thermomicrobiaceae,Thermomicrobiales,Chloroflexia,Chloroflexota,rrs_MG1655_2ndrun,4,0,0
Thermonemataceae,Cytophagales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,2,0,0
Thermosediminibacteraceae,Thermosediminibacterales,Thermosediminibacteria,Bacillota,rrs_MG1655_2ndrun,2,0,0
Thermosinaceae,Sporomusales,Negativicutes,Bacillota,rrs_MG1655_2ndrun,1,0,0
Thermospiraceae,Brevinematales,Brevinematia,Spirochaetota,rrs_MG1655_2ndrun,1,0,0
Thermostichaceae,Thermostichales,Cyanobacteriia,Cyanobacteriota,rrs_MG1655_2ndrun,1,0,0
Thermosulfidibacteraceae,Thermosulfidibacterales,Thermosulfidibacteria,Thermosulfidibacterota,rrs_MG1655_2ndrun,1,0,0
Thermosynechococcaceae,Thermosynechococcales,Cyanobacteriia,Cyanobacteriota,rrs_MG1655_2ndrun,6,0,0
Thermotaleaceae,Peptostreptococcales,Clostridia,Bacillota,rrs_MG1655_2ndrun,8,0,0
Thermotogaceae,Thermotogales,Thermotogae,Thermotogota,rrs_MG1655_2ndrun,5,0,0
Thermotomaculaceae,Thermotomaculales,Holophagae,Acidobacteriota,rrs_MG1655_2ndrun,1,0,0
Thiobacillaceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,5,0,0
Thiobacteraceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Thiohalobacteraceae,Thiohalobacterales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Thiohalomonadaceae,Thiohalomonadales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,2,0,0
Thiohalophilaceae,UBA6429,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Thiohalorhabdaceae,Thiohalorhabdales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Thiohalospiraceae,Thiohalospirales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Thiomicrospiraceae,Thiomicrospirales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,20,0,0
Thiotrichaceae,Thiotrichales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,14,0,0
Tichowtungiaceae,Kiritimatiellales,Kiritimatiellia,Verrucomicrobiota,rrs_MG1655_2ndrun,1,0,0
Tindalliaceae,Peptostreptococcales,Clostridia,Bacillota,rrs_MG1655_2ndrun,3,0,0
Tissierellaceae,Tissierellales,Clostridia,Bacillota,rrs_MG1655_2ndrun,6,0,0
Tistrellaceae,Tistrellales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,3,0,0
Treponemataceae,Treponematales,Spirochaetia,Spirochaetota,rrs_MG1655_2ndrun,26,0,0
Trichloromonadaceae,Desulfuromonadales,Desulfuromonadia,Desulfobacterota,rrs_MG1655_2ndrun,1,0,0
Trueperaceae,Deinococcales,Deinococci,Deinococcota,rrs_MG1655_2ndrun,1,0,0
Tumebacillaceae,Tumebacillales,Bacilli,Bacillota,rrs_MG1655_2ndrun,2,0,0
Turicibacteraceae,MOL361,Bacilli,Bacillota,rrs_MG1655_2ndrun,3,0,0
Turneriellaceae,Turneriellales,Leptospiria,Spirochaetota,rrs_MG1655_2ndrun,1,0,0
UBA10575,UBA10575,UBA4882,Bacillota,rrs_MG1655_2ndrun,1,0,0
UBA11063,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
UBA1381,UBA1381,Clostridia,Bacillota,rrs_MG1655_2ndrun,1,0,0
UBA2363,Xanthomonadales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
UBA2595,Thermincolales,Thermincolia,Bacillota,rrs_MG1655_2ndrun,1,0,0
UBA4877,Thermoanaerobacterales,Thermoanaerobacteria,Bacillota,rrs_MG1655_2ndrun,1,0,0
UBA5453,Acholeplasmatales,Bacilli,Bacillota,rrs_MG1655_2ndrun,3,0,0
UBA5962,Lachnospirales,Clostridia,Bacillota,rrs_MG1655_2ndrun,1,0,0
UBA6910,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
UBA8139,Acidimicrobiales,Acidimicrobiia,Actinomycetota,rrs_MG1655_2ndrun,2,0,0
UBA8190,Acidimicrobiales,Acidimicrobiia,Actinomycetota,rrs_MG1655_2ndrun,1,0,0
UBA9506,UBA1381,Clostridia,Bacillota,rrs_MG1655_2ndrun,1,0,0
UMGS1810,UMGS1810,Clostridia,Bacillota,rrs_MG1655_2ndrun,1,0,0
UPPP01,Sporomusales,Negativicutes,Bacillota,rrs_MG1655_2ndrun,1,0,0
UXAT02,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Usitatibacteraceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,2,0,0
Vagococcaceae,Lactobacillales,Bacilli,Bacillota,rrs_MG1655_2ndrun,23,0,0
Vallitaleaceae,Lachnospirales,Clostridia,Bacillota,rrs_MG1655_2ndrun,6,0,0
Veillonellaceae,Veillonellales,Negativicutes,Bacillota,rrs_MG1655_2ndrun,18,0,0
Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobiia,Verrucomicrobiota,rrs_MG1655_2ndrun,9,0,0
Vibrionaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,201,1,0.004975124378109453
Vicinamibacteraceae,Vicinamibacterales,Vicinamibacteria,Acidobacteriota,rrs_MG1655_2ndrun,1,0,0
Vicingaceae,Flavobacteriales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,1,0,0
Victivallaceae,Victivallales,Lentisphaeria,Verrucomicrobiota,rrs_MG1655_2ndrun,1,0,0
Vulcanimicrobiaceae,Vulcanimicrobiales,Vulcanimicrobiia,Vulcanimicrobiota,rrs_MG1655_2ndrun,1,0,0
Vulgatibacteraceae,Myxococcales,Myxococcia,Myxococcota,rrs_MG1655_2ndrun,1,0,0
WRBN01,WRBN01,Spirochaetia,Spirochaetota,rrs_MG1655_2ndrun,3,0,0
Waddliaceae,Chlamydiales,Chlamydiia,Chlamydiota,rrs_MG1655_2ndrun,1,0,0
Weeksellaceae,Flavobacteriales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,189,0,0
Wenzhouxiangellaceae,Xanthomonadales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,3,0,0
Williamwhitmaniaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,1,0,0
